cycle,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled
361,0.020679685210645643,0.1680904629430712,-0.19331846589575657,-0.21399815110640222,,,False
363,0.020976711087838634,0.16727471858216894,-0.19235795322969845,-0.2133346643175371,,,False
365,0.020767277296813463,0.17614902756892137,-0.20163322419201485,-0.2224005014888283,,,False
367,0.020700727218641857,0.17322949516648672,-0.19874179348227622,-0.21944252070091808,,,False
369,0.02039884988184751,0.17682875546007806,-0.20247494245051845,-0.22287379233236596,,,False
371,0.0202651534520826,0.17086371643394135,-0.19625096575617557,-0.21651611920825817,,,False
373,0.020371839140708947,0.1746469215896876,-0.20014398428120206,-0.220515823421911,,,False
375,0.020307468786251337,0.17231261654135263,-0.19806540449806587,-0.2183728732843172,,,False
377,0.020493881249552454,0.1695139828141775,-0.19507046541793693,-0.2155643466674894,0.0,0.020493881249552454,True
379,0.02063881434180695,0.17291515395631868,-0.19863069773854208,-0.21926951208034903,,,False
381,0.020596206112304588,0.17157429072681624,-0.19738166347665514,-0.21797786958895973,,,False
383,0.020417396885666544,0.17402142320085842,-0.19998166856364047,-0.220399065449307,,,False
385,0.0202641988948562,0.1692952835660572,-0.194957710783619,-0.2152219096784752,,,False
387,0.020826911039503543,0.1613857604726092,-0.1868974698526844,-0.20772438089218795,,,False
389,0.02031494911743645,0.1648343476548506,-0.19056318963062935,-0.2108781387480658,,,False
391,0.020706805757250257,0.16683283351235142,-0.19245935479226556,-0.21316616054951582,,,False
393,0.020291500639097765,0.16542318080916482,-0.19128037518360091,-0.21157187582269868,,,False
395,0.020032153366750183,0.16959441245971998,-0.19554091010214758,-0.21557306346889776,,,False
397,0.020018326790786523,0.16609471177944765,-0.191992469679018,-0.21201079646980453,0.0,0.020018326790786523,True
399,0.020186763684210546,0.16421988184747496,-0.19005557097153514,-0.21024233465574568,,,False
401,0.03258438804391933,0.03783927425707087,-0.044700415447672365,-0.0772848034915917,,,False
403,0.019204763141186326,0.15414598209810168,-0.1780169862454702,-0.19722174938665651,,,False
405,0.01891171476906553,0.15411258109559525,-0.17817217996707757,-0.1970838947361431,,,False
407,0.018932194650913003,0.1544198671679191,-0.17833654430739282,-0.19726873895830582,,,False
409,0.0194480273666309,0.15582223916935126,-0.17959081932842746,-0.19903884669505836,,,False
411,0.01907700707423321,0.15397764375223683,-0.17818210185895006,-0.19725910893318327,,,False
413,0.019565803169232593,0.15562947404224764,-0.17978438580878908,-0.19935018897802168,,,False
415,0.01902807108366153,0.15588990511994197,-0.18024668561752527,-0.1992747567011868,,,False
417,0.019569496319369883,0.16095928284998143,-0.18526328082747878,-0.20483277714684867,0.0,0.019569496319369883,True
419,0.01940798054123405,0.15662676978159584,-0.18112317267332523,-0.20053115321455928,,,False
421,0.0196305630266142,0.15700134443250927,-0.18141229281677346,-0.20104285584338766,,,False
423,0.01980057028464019,0.1544421614751157,-0.17906257304230155,-0.19886314332694174,,,False
425,0.019731064054183095,0.17269887790905739,-0.19779667353623248,-0.21752773759041558,,,False
427,0.019817363196682203,0.15908282062298523,-0.18382920088582094,-0.20364656408250315,,,False
429,0.01934603150913,0.15798907984246247,-0.1828352955943422,-0.2021813271034722,,,False
431,0.01944285876118873,0.15716155889724215,-0.1819232925665225,-0.20136615132771124,,,False
433,0.01981709535028045,0.1630480426065153,-0.18778886816177848,-0.20760596351205893,,,False
435,0.019557170239288713,0.16029088936627198,-0.18534076550386602,-0.20489793574315474,,,False
437,0.01987893275092492,0.15691593483709207,-0.18177617265653356,-0.20165510540745848,0.0,0.01987893275092492,True
439,0.019577780346700102,0.1548944969566764,-0.1799364743675249,-0.19951425471422501,,,False
441,0.01960159398138206,0.15502910275689127,-0.1800593630561394,-0.19966095703752146,,,False
443,0.019367228697338618,0.15650301181525156,-0.1816173462242741,-0.20098457492161273,,,False
445,0.019746243216374276,0.15104708700322136,-0.17599378097003132,-0.1957400241864056,,,False
447,0.01955073974101923,0.14949674901539475,-0.1744863921228061,-0.19403713186382532,,,False
449,0.020139766162429906,0.15467841281775802,-0.1794839643822586,-0.19962373054468852,,,False
451,0.01976010940744724,0.15324427998567763,-0.1783212376141416,-0.19808134702158883,,,False
453,0.020412501657119025,0.15628126602219755,-0.1811894604479763,-0.20160196210509532,,,False
455,0.02001949470342529,0.1523610469029708,-0.17751048335474306,-0.19752997805816835,,,False
457,0.01992421537414965,0.15668190476190416,-0.1821732420272103,-0.20209745740135995,0.0,0.01992421537414965,True
459,0.019905412552810586,0.15577802792695933,-0.1813127508139626,-0.20121816336677317,,,False
461,0.0197116723373911,0.1598066945936262,-0.18541706887042536,-0.20512874120781646,,,False
463,0.0196068290762621,0.16205565091299592,-0.1876711549081087,-0.2072779839843708,,,False
465,0.01979510543561286,0.15373853025420622,-0.17918777724641888,-0.19898288268203174,,,False
467,0.019464039267215655,0.16062633046902888,-0.1863189102301997,-0.20578294949741535,,,False
469,0.01978689072622039,0.15891199570354364,-0.18452147202642216,-0.20430836275264255,,,False
471,0.019715025415920767,0.15104633870390183,-0.17654793508907912,-0.1962629605049999,,,False
473,0.020089521222699636,0.15337119656283468,-0.17889763213297433,-0.19898715335567396,,,False
475,0.01985303191430962,0.15329229180093007,-0.17908647995576354,-0.19893951187007317,,,False
477,0.019741543123881156,0.15292409989258773,-0.17863403883259849,-0.19837558195647964,0.0,0.019741543123881156,True
479,0.020355551025182023,0.15837867991407006,-0.1841715202389358,-0.20452707126411782,,,False
481,0.019908208894856227,0.15845141962047887,-0.18447392297681608,-0.2043821318716723,,,False
483,0.020090812531328328,0.15563915538847042,-0.18156544321408813,-0.20165625574541646,,,False
485,0.020370607348132258,0.1623724471894013,-0.18840900489536266,-0.20877961224349492,,,False
487,0.02006661015873018,0.1628913061224481,-0.18910171818979504,-0.20916832834852522,,,False
489,0.020331823957512873,0.16069517937701328,-0.18670306623458577,-0.20703489019209864,,,False
491,0.02023464357978283,0.1607059806659496,-0.18690480983522995,-0.20713945341501278,,,False
493,0.02029589346103358,0.15556306695309632,-0.18164345191646897,-0.20193934537750255,,,False
495,0.020256198108962925,0.1546770304332251,-0.18089774583698448,-0.2011539439459474,,,False
497,0.020029788608425858,0.15823180844969492,-0.18485653092837373,-0.2048863195367996,0.0,0.020029788608425858,True
