global_cycle,session,raw_cycle,filename,n_points,n_points_ox,n_points_red,E_min,E_max,I_min_mA,I_max_mA,I_mean_mA,Q_ox_mC,Q_red_mC,Q_total_mC
496,0,248,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091029,1.5999675,-0.1739524474957923,0.1638608406419337,-0.012801609771079223,,-0.8226348693567744,-0.8226348693567744
497,0,248,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000055,1.5896797,-0.008277477696537971,0.226229363851326,0.04018388743982741,2.308868019048593,,2.308868019048593
498,0,249,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091033,1.5999892,-0.174228919892541,0.1647734013588531,-0.0129403192847923,,-0.8309967092759728,-0.8309967092759728
499,0,249,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000056,1.5908315,-0.007364509804376779,0.2269875818969556,0.0399911939975969,2.321061604436252,,2.321061604436252
500,0,250,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091028,1.5999476,-0.1747805871479695,0.1623755863308904,-0.013616816901063528,,-0.8392234378349142,-0.8392234378349142
501,0,250,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000054,1.5896287,-0.007982198148965836,0.227804239909428,0.04020075841408857,2.311069483630464,,2.311069483630464
502,0,251,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090981,1.6000286,-0.1748629176027414,0.1657976019889751,-0.01304089475950735,,-0.8375556607890087,-0.8375556607890087
503,0,251,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000006,1.5902559,-0.009701059199869633,0.2282054943767946,0.04005557450135501,2.322566460268901,,2.322566460268901
504,0,252,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091006,1.5999576,-0.1746916958271072,0.1648685932159424,-0.013068813052682596,,-0.8386636427975059,-0.8386636427975059
505,0,252,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,323,323,0,1.000003,1.5901657,-0.006861534435302019,0.2290165575475854,0.040836174120097414,2.3285748404996993,,2.3285748404996993
506,0,253,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091027,1.5999675,-0.1749271395320102,0.1645430459276489,-0.013104897004623731,,-0.8410685020577983,-0.8410685020577983
507,0,253,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000057,1.5900617,-0.008040108717978,0.2293458214516622,0.04050513778996166,2.3295528188390207,,2.3295528188390207
508,0,254,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091027,1.5999714,-0.1754010993054522,0.1651246284550807,-0.013118555787629178,,-0.8417843405499021,-0.8417843405499021
509,0,254,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000052,1.5905577,-0.007749297737103443,0.2299077672831766,0.040126862000019276,2.340696238275963,,2.340696238275963
510,0,255,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091023,1.5999595,-0.1754117818276626,0.1657302415241366,-0.013194011874149548,,-0.8459340526667729,-0.8459340526667729
511,0,255,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000049,1.5901579,-0.008409207686781883,0.2299200020584815,0.04036773176592779,2.3371790218406567,,2.3371790218406567
512,0,256,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091027,1.5999595,-0.1757322014362659,0.1645947879423266,-0.01325491718268664,,-0.8496982986971272,-0.8496982986971272
513,0,256,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000052,1.5900736,-0.01033107377588749,0.2311317683386536,0.0403980385035765,2.338455384613101,,2.338455384613101
514,0,257,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090979,1.5999832,-0.1758007686221899,0.1653465641305801,-0.013375352999721986,,-0.856529410366917,-0.856529410366917
515,0,257,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000004,1.5902579,-0.008815854787826538,0.2318653822315078,0.04029812789880381,2.344078407812591,,2.344078407812591
516,0,258,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090981,1.5999655,-0.1764008478893411,0.1660033412601636,-0.01331526506196286,,-0.8533627319008547,-0.8533627319008547
517,0,258,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000006,1.5905637,-0.009947337210178375,0.2325175038714651,0.041015097753687106,2.3496455791064466,,2.3496455791064466
518,0,259,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0090976,1.5999486,-0.1763305452946193,0.1626873177289963,-0.013993110144644568,,-0.8615948719661428,-0.8615948719661428
519,0,259,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0,1.5899798,-0.01005933992564678,0.2330679277042882,0.040372331033465846,2.3501208690990953,,2.3501208690990953
520,0,260,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090973,1.5999813,-0.1763991653281454,0.165707410029743,-0.01345400096170473,,-0.8613694333228505,-0.8613694333228505
521,0,260,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99999988,1.5896598,-0.009733513928949831,0.2341389310873918,0.0406662091485689,2.3543997729354826,,2.3543997729354826
522,0,261,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090979,1.5999695,-0.1767577488212773,0.1660895389707191,-0.013466852957465233,,-0.8625244214635244,-0.8625244214635244
523,0,261,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000004,1.5902499,-0.007970742881298065,0.2348823041735497,0.0406530701894508,2.3580420444095784,,2.3580420444095784
524,0,262,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091004,1.5999516,-0.1771498432084244,0.1652598400478777,-0.013674531898396082,,-0.8745350268161525,-0.8745350268161525
525,0,262,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000038,1.5898618,-0.00814977360119963,0.2354924428602203,0.04070176664707072,2.3586083983469126,,2.3586083983469126
526,0,263,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090976,1.5999634,-0.1774992955194665,0.1649116118964941,-0.013637210172534702,,-0.8726543202030965,-0.8726543202030965
527,0,263,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0,1.5908536,-0.007903287187218666,0.2362836479175234,0.04091944536652537,2.38145761377874,,2.38145761377874
528,0,264,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091023,1.5999556,-0.1775038717193509,0.166832481065522,-0.013531667136761287,,-0.8668005306322202,-0.8668005306322202
529,0,264,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000048,1.5901698,-0.009722059592604635,0.2366383430856986,0.0412740314764215,2.37555925662139,,2.37555925662139
530,0,265,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090994,1.5999713,-0.177632974272841,0.1666856822760208,-0.013577408768449052,,-0.868971238588851,-0.868971238588851
531,0,265,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000019,1.5897539,-0.007840285077691078,0.2407174598645074,0.04049816277404402,2.3701051908561586,,2.3701051908561586
532,0,266,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091023,1.5999556,-0.177675523503094,0.1652830887747845,-0.013673346082999934,,-0.8748615456641898,-0.8748615456641898
533,0,266,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000049,1.5906538,-0.01027889084070921,0.237707711968512,0.04122681347514709,2.3864508014182086,,2.3864508014182086
534,0,267,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091019,1.5999556,-0.1780807605243324,0.1668327612721402,-0.013649007448520389,,-0.8739523882222316,-0.8739523882222316
535,0,267,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000044,1.5904536,-0.008169930428266525,0.2380952142928328,0.040977856169811186,2.3788272591777333,,2.3788272591777333
536,0,268,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091016,1.5999556,-0.1783906557891513,0.1661230192884154,-0.013897529686893484,,-0.8882845435767454,-0.8882845435767454
537,0,268,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000036,1.5908293,-0.008166043270055379,0.2391384543452517,0.04153749018256381,2.3980825305612092,,2.3980825305612092
538,0,269,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091023,1.5999892,-0.1785967184188118,0.1668831132676289,-0.01383289348110434,,-0.8847451583330155,-0.8847451583330155
539,0,269,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000049,1.5902637,-0.00860457681119442,0.2397205287613007,0.04150206212206408,2.3877635462672426,,2.3877635462672426
540,0,270,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091045,1.5999794,-0.178691866184189,0.1663012187118114,-0.01397486840840485,,-0.8930156926532874,-0.8930156926532874
541,0,270,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.000007,1.5905675,-0.009254956617951391,0.2403726927476302,0.04102676811646772,2.3976735007656544,,2.3976735007656544
542,0,271,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091019,1.5999694,-0.1790287868685612,0.1655346045027608,-0.014021142897800501,,-0.8957473777197614,-0.8957473777197614
543,0,271,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000044,1.5906558,-0.008364662528038025,0.2405871670233375,0.0412464298525641,2.3956067264531726,,2.3956067264531726
544,0,272,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091043,1.5999576,-0.1788583335219349,0.1655045909726102,-0.014192297983950742,,-0.9055544549635169,-0.9055544549635169
545,0,272,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000069,1.5913553,-0.008661851286888123,0.2419718919137333,0.041389879130672075,2.4103719744142986,,2.4103719744142986
546,0,273,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091004,1.5999576,-0.1795120428129517,0.1658872647777847,-0.014105463781971745,,-0.9005465248109497,-0.9005465248109497
547,0,273,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000038,1.5896578,-0.00951141770929098,0.2422518402129239,0.04096855669103153,2.394382961041788,,2.394382961041788
548,0,274,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090967,1.5999595,-0.1795258460945455,0.1658476996929088,-0.014183951756646072,,-0.9051629108652158,-0.9051629108652158
549,0,274,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,0.9999994,1.5895498,-0.007087772982130314,0.2430615645992571,0.041630768915265154,2.401792677290632,,2.401792677290632
550,0,275,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090967,1.5999515,-0.1799886465757732,0.1664524274937644,-0.014136952956634178,,-0.9024803996128041,-0.9024803996128041
551,0,275,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,0.99999928,1.590667,-0.008575940504670143,0.2439392788718788,0.04142291734073006,2.417889632027778,,2.417889632027778
552,0,276,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091008,1.5999812,-0.1801799939340976,0.1667598437355911,-0.014202037511472797,,-0.9065660271063195,-0.9065660271063195
553,0,276,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000033,1.5905516,-0.01047107763588429,0.2443296441399563,0.04128132730728219,2.41666189631918,,2.41666189631918
554,0,277,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091004,1.5999537,-0.1803819130459567,0.1667779677588007,-0.014371980599918214,,-0.916592899588874,-0.916592899588874
555,0,277,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000038,1.5895439,-0.00929632131010294,0.2451596059955712,0.04126214749652635,2.405521842095011,,2.405521842095011
556,0,278,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091561,1.6000026,-0.1799927185899799,0.1693150375200354,-0.01485776360806966,,-0.9137737719698276,-0.9137737719698276
557,0,278,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99995875,1.5902536,-0.009568691253662108,0.2458514224664849,0.041941218282487855,2.420145711319251,,2.420145711319251
558,0,279,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091007,1.5999556,-0.1808279323598208,0.1663724640789239,-0.014456988516521604,,-0.921507932119774,-0.921507932119774
559,0,279,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000032,1.5899558,-0.008736307732760906,0.2467938068262661,0.04176915811868385,2.4186169487514344,,2.4186169487514344
560,0,280,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090972,1.5999575,-0.1812516097194044,0.1673482533382333,-0.014577174479777974,,-0.9291092169872478,-0.9291092169872478
561,0,280,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,0.99999988,1.5907593,-0.007735282648354769,0.2482707299810567,0.04201946191076912,2.433096307657146,,2.433096307657146
562,0,281,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091041,1.5999674,-0.1812168380573613,0.1667667607898295,-0.01451156277653257,,-0.9250003006710286,-0.9250003006710286
563,0,281,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000068,1.5895145,-0.007777920924127102,0.2483241210085794,0.04156477982372387,2.4200911777026155,,2.4200911777026155
564,0,282,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090967,1.6000147,-0.1814151013549261,0.1686419530751857,-0.014661403709006409,,-0.9346124983334727,-0.9346124983334727
565,0,282,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.99999928,1.5906297,-0.007217505184666212,0.2488406985378746,0.04218384436335118,2.439562458528518,,2.439562458528518
566,0,283,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090966,1.599985,-0.181576331641629,0.1677465591093768,-0.014693082846918507,,-0.9359694584762127,-0.9359694584762127
567,0,283,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,0.99999976,1.5896558,-0.009498690254986286,0.2504717947598167,0.041767866377270056,2.426532538395656,,2.426532538395656
568,0,284,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091008,1.5999575,-0.1819389040278783,0.167045647793628,-0.014723500183376034,,-0.9378057764925136,-0.9378057764925136
569,0,284,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000033,1.5912476,-0.007711100392043591,0.2509056887612515,0.042429397054520326,2.4528568002822624,,2.4528568002822624
570,0,285,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091769,1.6000273,-0.1820135299836332,0.1714981744686761,-0.015375810039095694,,-0.9448148128881962,-0.9448148128881962
571,0,285,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,0.99997938,1.5905904,-0.008195939321961748,0.2516618653202762,0.04226195152934889,2.451505149990222,,2.451505149990222
572,0,286,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091037,1.599991,-0.1825294900293639,0.1693223727786023,-0.014728890212415158,,-0.9389948214258719,-0.9389948214258719
573,0,286,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000062,1.5905476,-0.007298134441144771,0.252026261218018,0.042614784730288874,2.4500097467923143,,2.4500097467923143
574,0,287,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091687,1.6000259,-0.1825825634604743,0.1724895685911179,-0.015430235949256558,,-0.9482159943575296,-0.9482159943575296
575,0,287,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99997139,1.5900517,-0.01102281827479601,0.252790866102262,0.04222721975703191,2.4450766314379533,,2.4450766314379533
576,0,288,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091038,1.5999534,-0.1831228707001853,0.1682060185981833,-0.014970661441815105,,-0.9527916893581908,-0.9527916893581908
577,0,288,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000063,1.5897262,-0.009226318448781967,0.2533906067885194,0.04200578471562845,2.448345202633045,,2.448345202633045
578,0,289,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091033,1.5999771,-0.183286025366284,0.1685932715949804,-0.014987030379548065,,-0.953954548161806,-0.953954548161806
579,0,289,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000058,1.5901555,-0.007541188038885593,0.2538677072457078,0.042653308184761624,2.4572663492985396,,2.4572663492985396
580,0,290,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091037,1.5999573,-0.1839769877092667,0.167806599451148,-0.015043471229010043,,-0.9570643066420735,-0.9570643066420735
581,0,290,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000062,1.5895714,-0.009277230128645895,0.2550983398310978,0.042756666753805427,2.449495105754947,,2.449495105754947
582,0,291,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090961,1.5999732,-0.1840717121584436,0.1678869251875168,-0.015051246121082579,,-0.9579731577275171,-0.9579731577275171
583,0,291,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99999869,1.5904592,-0.007807139104799091,0.2552286742300591,0.04289740898435964,2.470388085301084,,2.470388085301084
584,0,292,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091028,1.5999653,-0.1838669713921961,0.1681267499275829,-0.01501807737718037,,-0.95589720241705,-0.95589720241705
585,0,292,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000055,1.5905337,-0.00825711339712143,0.2556203225120424,0.04351520802712702,2.4889180142602645,,2.4889180142602645
586,0,293,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091324,1.5999899,-0.1854460875272901,0.1703771008499735,-0.014772184360597093,,-0.9090420699797627,-0.9090420699797627
587,0,293,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000219,1.5903378,-0.008216799376532441,0.2562905606880523,0.04346599445855929,2.508413013826374,,2.508413013826374
588,0,294,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0090995,1.5999763,-0.1847404185915531,0.1702225204143259,-0.014694892384407961,,-0.9044711143704851,-0.9044711143704851
589,0,294,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000229,1.5904238,-0.007348778797313577,0.2557029525662795,0.04387765267101525,2.514036481254513,,2.514036481254513
590,0,295,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091443,1.5999947,-0.18525644148413,0.1721374171751515,-0.014272173122644175,,-0.8797673504071974,-0.8797673504071974
591,0,295,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000112,1.5909216,-0.007178909860991955,0.2564552088287937,0.04369635005516969,2.53438382294059,,2.53438382294059
592,0,296,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091074,1.5999868,-0.185036397302762,0.1718130698127132,-0.014451524302328421,,-0.8903448799703758,-0.8903448799703758
593,0,296,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000193,1.5904256,-0.007724783098739058,0.2563885055013424,0.04419801736741812,2.5259912896164223,,2.5259912896164223
594,0,297,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091054,1.5999922,-0.1852822065633375,0.1737031824886799,-0.014391061314072928,,-0.8871065211340156,-0.8871065211340156
595,0,297,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000149,1.5901053,-0.008738614327739924,0.2570031204009888,0.044347847326570246,2.531094653823229,,2.531094653823229
596,0,298,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090998,1.599957,-0.1844609546500064,0.1746660325190295,-0.013893651536796241,,-0.8915601238121438,-0.8915601238121438
597,0,298,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000025,1.5908835,-0.007960560731589794,0.2583050054877454,0.0437530271123479,2.5414767151301714,,2.5414767151301714
598,0,299,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.00911,1.5999558,-0.1849032835385396,0.176446879687516,-0.014554466698945877,,-0.8970434109172368,-0.8970434109172368
599,0,299,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000229,1.5910753,-0.00925798006355763,0.2584472021988511,0.044030727014409764,2.5541467997460963,,2.5541467997460963
600,0,300,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0090995,1.5999709,-0.1852041721064004,0.1769544776433553,-0.01449672470535743,,-0.8939320290196138,-0.8939320290196138
601,0,301,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,323,323,0,0.99998367,1.591056,-0.0052593182772398,0.2650026683163529,0.04654674265167661,2.7458120510539876,,2.7458120510539876
602,0,301,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091013,1.6000069,-0.1858957006047079,0.1894021704792976,-0.011192821856798024,,-0.7358458511247123,-0.7358458511247123
603,0,301,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000039,1.5906236,-0.00857084896415472,0.2602545637597032,0.045188295847266996,2.6332667447596303,,2.6332667447596303
604,0,302,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091019,1.6000229,-0.186167966459942,0.1890753812116125,-0.011395034069841065,,-0.7479594189094905,-0.7479594189094905
605,0,302,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000044,1.5902443,-0.01059835311025381,0.2610712110852402,0.04529327518248488,2.626577187823118,,2.626577187823118
606,0,303,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091006,1.5999616,-0.1863112263875031,0.189950863304345,-0.011524632974668296,,-0.7554244304219087,-0.7554244304219087
607,0,303,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000031,1.591338,-0.007727923580323898,0.2614090169862144,0.045883408979586704,2.6471242841175555,,2.6471242841175555
608,0,304,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091054,1.5999887,-0.1872532919375485,0.190386217832565,-0.01213290839913798,,-0.7563077417021857,-0.7563077417021857
609,0,304,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000221,1.5901192,-0.007865327759645907,0.2618634666813815,0.045507473618445496,2.6316853029487177,,2.6316853029487177
610,0,305,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091035,1.6000186,-0.1870171198132615,0.1925315293280974,-0.011569658165315634,,-0.7596105279296306,-0.7596105279296306
611,0,305,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000061,1.5909133,-0.008150839246809483,0.2627409085641638,0.04570411766232241,2.6446042047905376,,2.6446042047905376
612,0,306,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091035,1.6000127,-0.1867168778245363,0.1934610993965808,-0.011544260291199485,,-0.7585810590938791,-0.7585810590938791
613,0,306,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000061,1.5912184,-0.008040744811296463,0.2629781351934828,0.04562415228455123,2.6481486036651716,,2.6481486036651716
614,0,307,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091007,1.6000186,-0.1868228863035246,0.1935584940340207,-0.011875538787206975,,-0.7783596402333044,-0.7783596402333044
615,0,307,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000032,1.5906558,-0.007471185177564621,0.263289722022098,0.04509101937692398,2.6437543171892157,,2.6437543171892157
616,0,308,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0091039,1.5999573,-0.1870817331539594,0.1952871897298354,-0.011786276057353341,,-0.7731371414931969,-0.7731371414931969
617,0,308,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000209,1.5908341,-0.007316544407506356,0.2648507717290833,0.04609089189850679,2.639887320473175,,2.639887320473175
618,0,309,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091094,1.5999854,-0.1879045333461196,0.1934226336888969,-0.012776814427519474,,-0.7950443423578593,-0.7950443423578593
619,0,309,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,315,315,0,1.0000119,1.5908419,-0.008095729226867361,0.2642105543696802,0.04520213178015036,2.6412374328993806,,2.6412374328993806
620,0,310,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091034,1.5999823,-0.1881980996874697,0.196164834228429,-0.012932664751959018,,-0.8046949535329461,-0.8046949535329461
