cycle,j_forward_mAcm2,j_backward_mAcm2,delta_j_mAcm2
418,-0.019386505102040815,-0.04022248724489796,0.020835982142857142
419,-0.014892537244897959,-0.04113613979591836,0.0262436025510204
420,-0.03332232755102041,-0.04158602602040816,0.00826369846938775
421,-0.016921411734693876,-0.04105339030612244,0.024131978571428566
422,-0.013494357653061225,-0.04101655714285714,0.027522199489795913
423,-0.006357459693877551,-0.03989551173469388,0.03353805204081633
424,-0.01179744693877551,-0.040453559693877546,0.028656112755102034
425,-0.017605717857142857,-0.043467376530612244,0.025861658673469387
426,-0.013655962244897958,-0.04685764846938776,0.0332016862244898
427,-0.016148555102040815,-0.040004037755102036,0.02385548265306122
428,-0.017323916326530613,-0.04123654183673469,0.023912625510204077
429,-0.013906191836734694,-0.05002498469387755,0.036118792857142853
430,-0.021341464285714287,-0.04446356683673469,0.023122102551020405
431,-0.007609602551020407,-0.029494007142857142,0.021884404591836736
432,-0.01493828112244898,-0.04096366632653062,0.02602538520408164
433,-0.007381338775510204,-0.041157177551020406,0.0337758387755102
434,-0.01774182448979592,-0.039688547959183675,0.021946723469387756
435,-0.016877610714285715,-0.041125075,0.024247464285714282
436,-0.007261580612244898,-0.04639820357142858,0.03913662295918368
437,-0.021682447448979594,-0.04095423571428571,0.01927178826530612
438,-0.01957995918367347,-0.04116874285714286,0.021588783673469388
439,-0.02953977448979592,-0.041012510714285716,0.011472736224489796
440,-0.016459611734693878,-0.03992043877551021,0.02346082704081633
441,-0.017657557653061224,-0.04105180867346939,0.023394251020408163
442,-0.019048848979591835,-0.041768539795918366,0.02271969081632653
443,-0.015920429081632655,-0.04098422704081632,0.025063797959183665
444,-0.019471041326530613,-0.04118624336734694,0.02171520204081633
445,-0.015635135714285715,-0.040896161734693876,0.02526102602040816
446,-0.02682819795918367,-0.041242069387755105,0.014413871428571434
